Time,x,y_lo,y_hi
09:31:52.339,60357,145,150
09:31:52.371,60355,145,150
09:31:52.431,60352,145,150
09:31:52.440,60350,145,150
09:31:52.443,60347,145,147
09:31:52.461,60350,145,147
09:31:52.643,60352,145,147
09:31:52.758,60350,145,147
09:31:52.862,60347,145,147
09:31:52.863,60345,145,147
09:31:53.239,60342,145,147
09:31:53.281,60345,145,147
09:31:53.344,60347,145,147
09:31:53.442,60350,145,147
09:31:53.487,60347,145,147
09:31:53.512,60350,145,147
09:31:53.806,60347,145,147
09:31:53.807,60350,145,147
09:31:53.808,60347,145,147
09:31:53.808,60350,145,147
09:31:54.043,60352,145,147
09:31:54.045,60355,145,162
09:31:54.160,60357,145,150
09:31:54.527,60355,145,150
09:31:54.661,60357,145,150
09:31:55.058,60360,145,150
09:31:55.060,60362,147,150
09:31:55.269,60365,147,150
09:31:55.276,60367,147,150
09:31:55.279,60370,147,150
09:31:55.279,60372,147,150
09:31:55.382,60375,147,150
09:31:55.383,60372,147,150
09:31:55.442,60375,147,150
09:31:55.463,60377,147,150
09:31:55.463,60375,147,150
09:31:55.520,60377,147,150
09:31:55.571,60375,147,150
09:31:55.597,60372,147,150
09:31:55.642,60375,147,150
09:31:55.875,60372,147,150
09:31:55.876,60375,147,150
09:31:55.876,60372,147,150
09:31:55.876,60375,147,150
09:31:55.876,60372,147,150
09:31:55.876,60375,147,150
09:31:55.904,60372,147,150
09:31:55.904,60375,147,150
09:31:55.971,60377,147,150
09:31:55.971,60375,147,150
09:31:56.026,60377,147,150
09:31:56.027,60375,147,150
09:31:56.096,60377,147,150
09:31:56.116,60375,147,150
09:31:56.216,60372,147,150
09:31:56.229,60375,147,150
09:31:56.278,60372,147,150
09:31:56.342,60375,147,150
09:31:56.468,60372,147,150
09:31:56.474,60375,147,150
09:31:56.622,60377,147,150
09:31:56.629,60380,147,150
09:31:56.682,60377,147,150
09:31:56.683,60375,147,150
09:31:56.686,60377,147,150
09:31:56.686,60375,147,150
09:31:56.726,60377,147,150
09:31:56.727,60380,147,150
09:31:56.738,60377,147,150
09:31:56.769,60380,147,150
09:31:56.850,60377,147,150
09:31:56.864,60380,147,150
09:31:56.899,60377,147,150
09:31:56.955,60380,147,150
09:31:56.955,60377,147,150
09:31:56.964,60375,147,150
09:31:57.177,60377,147,150
09:31:57.179,60380,147,150
09:31:57.292,60377,147,150
09:31:57.292,60375,147,150
09:31:57.354,60377,147,150
09:31:57.377,60375,147,150
09:31:57.555,60372,147,150
09:31:57.648,60375,147,150
09:31:57.649,60377,147,150
09:31:57.651,60372,147,150
09:31:57.652,60375,147,150
09:31:57.974,60372,147,150
09:31:58.046,60375,147,150
09:31:58.067,60372,147,150
09:31:58.113,60370,147,150
09:31:58.249,60367,145,150
09:31:58.294,60370,145,150
09:31:58.334,60367,145,150
09:31:58.474,60370,147,150
09:31:58.476,60372,147,150
09:31:58.637,60370,147,150
09:31:58.664,60372,147,150
09:31:58.765,60370,147,150
09:31:58.828,60367,147,150
09:31:58.835,60365,147,150
09:31:58.839,60367,147,150
09:31:58.965,60365,147,150
09:31:59.106,60367,147,150
09:31:59.108,60370,147,150
09:31:59.157,60372,147,150
09:31:59.159,60375,147,150
09:31:59.160,60372,147,150
09:31:59.203,60375,147,150
09:31:59.234,60372,147,150
09:31:59.238,60375,147,150
09:31:59.612,60377,147,150
09:31:59.741,60380,147,150
09:31:59.743,60377,147,150
09:31:59.818,60375,147,150
09:31:59.876,60377,147,150
09:31:59.985,60375,147,150
09:32:00.054,60377,147,150
09:32:00.274,60372,147,150
09:32:00.275,60375,147,150
09:32:00.275,60377,147,150
09:32:00.323,60380,147,150
09:32:00.323,60382,147,150
09:32:00.328,60385,147,150
09:32:00.328,60382,147,150
09:32:00.331,60380,147,150
09:32:00.366,60382,147,150
09:32:00.366,60385,147,150
09:32:00.366,60382,147,150
09:32:00.367,60385,147,150
09:32:00.368,60382,147,150
09:32:00.372,60385,147,150
09:32:00.373,60382,147,150
09:32:00.401,60380,147,150
09:32:00.515,60382,147,150
09:32:00.515,60385,147,150
09:32:00.516,60382,147,150
09:32:00.593,60385,147,150
09:32:00.717,60387,147,150
09:32:00.859,60390,147,150
09:32:00.863,60387,147,150
09:32:00.863,60390,147,150
09:32:00.864,60387,147,150
09:32:00.882,60390,147,150
09:32:00.926,60392,147,150
09:32:00.927,60395,147,152
09:32:00.930,60397,147,152
09:32:00.936,60395,147,152
09:32:00.967,60397,147,152
09:32:00.968,60400,147,152
09:32:00.972,60397,147,152
09:32:00.974,60400,147,152
09:32:00.974,60397,147,152
09:32:01.046,60400,147,152
09:32:01.047,60397,147,152
09:32:01.060,60400,150,152
09:32:01.078,60402,150,152
09:32:01.110,60400,150,152
09:32:01.147,60402,150,152
09:32:01.149,60405,150,152
09:32:01.168,60407,150,152
09:32:01.171,60405,150,152
09:32:01.175,60402,150,152
09:32:01.245,60400,150,152
09:32:01.268,60402,150,152
09:32:01.269,60405,150,152
09:32:01.302,60407,150,152
09:32:01.307,60405,150,152
09:32:01.321,60402,150,152
09:32:01.343,60400,150,152
09:32:01.368,60402,150,152
09:32:01.368,60405,150,152
09:32:01.369,60402,150,152
09:32:01.391,60405,150,152
09:32:01.392,60402,150,152
09:32:01.422,60405,150,152
09:32:01.422,60402,150,152
09:32:01.443,60405,150,152
09:32:01.509,60402,150,152
09:32:01.521,60400,150,152
09:32:01.539,60402,150,152
09:32:01.667,60405,150,152
09:32:01.711,60407,150,152
09:32:01.712,60405,150,152
09:32:01.722,60407,150,152
09:32:01.725,60405,150,152
09:32:01.824,60407,150,152
09:32:01.824,60410,150,152
09:32:01.826,60407,150,152
09:32:01.826,60405,150,152
09:32:01.836,60407,150,152
09:32:01.873,60405,150,152
09:32:01.917,60407,150,152
09:32:01.922,60405,150,152
09:32:01.924,60407,150,152
09:32:02.114,60410,150,152
09:32:02.180,60412,150,152
09:32:02.234,60415,150,152
09:32:02.250,60412,150,152
09:32:02.278,60415,150,152
09:32:02.349,60412,150,152
09:32:02.350,60415,150,152
09:32:02.632,60417,150,152
09:32:02.633,60420,150,152
09:32:02.634,60417,150,152
09:32:02.635,60415,150,152
09:32:02.648,60417,150,152
09:32:02.742,60420,150,152
09:32:02.766,60417,150,152
09:32:02.903,60420,150,152
09:32:02.917,60422,150,152
09:32:03.021,60425,150,152
09:32:03.024,60427,150,152
09:32:03.044,60425,150,152
09:32:03.051,60427,150,152
09:32:03.051,60430,150,152
09:32:03.051,60427,150,152
09:32:03.051,60430,150,152
09:32:03.057,60432,150,155
09:32:03.061,60430,150,155
09:32:03.084,60427,150,155
09:32:03.112,60425,150,152
09:32:03.114,60427,150,152
09:32:03.131,60430,150,152
09:32:03.132,60427,150,152
09:32:03.190,60425,150,152
09:32:03.209,60427,150,152
09:32:03.306,60430,150,152
09:32:03.391,60427,150,152
09:32:03.393,60430,150,152
09:32:03.401,60432,150,152
09:32:03.403,60435,150,155
09:32:03.405,60432,150,155
09:32:03.474,60435,150,155
09:32:03.520,60432,150,155
09:32:03.540,60435,150,155
09:32:03.636,60437,150,155
09:32:03.687,60440,150,155
09:32:03.688,60442,150,155
09:32:03.741,60440,150,155
09:32:03.759,60442,150,155
09:32:03.790,60440,150,155
09:32:03.790,60442,150,155
09:32:03.850,60445,150,155
09:32:03.866,60442,150,155
09:32:03.868,60445,150,155
09:32:03.907,60442,150,155
09:32:03.944,60445,150,155
09:32:03.948,60447,150,155
09:32:03.951,60450,150,155
09:32:03.953,60447,150,155
09:32:03.957,60450,150,155
09:32:03.957,60447,150,155
09:32:03.975,60450,152,155
09:32:03.988,60447,152,155
09:32:04.002,60450,152,155
09:32:04.026,60452,152,155
09:32:04.036,60450,152,155
09:32:04.045,60452,152,155
09:32:04.046,60450,152,155
09:32:04.075,60452,152,155
09:32:04.078,60455,152,155
09:32:04.086,60452,152,155
09:32:04.188,60450,152,155
09:32:04.233,60447,152,155
09:32:04.279,60450,150,155
09:32:04.279,60447,150,155
09:32:04.289,60450,150,155
09:32:04.291,60447,152,155
09:32:04.291,60450,152,155
09:32:04.313,60447,152,155
09:32:04.338,60450,152,155
09:32:04.355,60452,152,155
09:32:04.355,60450,152,155
09:32:04.557,60447,152,155
09:32:04.571,60445,152,155
09:32:04.572,60447,152,155
09:32:04.604,60445,152,155
09:32:04.608,60442,152,155
09:32:04.611,60440,152,155
09:32:04.613,60442,152,155
09:32:04.650,60440,152,155
09:32:04.651,60437,152,155
09:32:04.676,60440,152,155
09:32:04.780,60442,152,155
09:32:04.780,60445,152,155
09:32:04.946,60442,152,155
09:32:04.949,60440,152,155
09:32:04.981,60437,152,155
09:32:04.984,60440,152,155
09:32:05.077,60442,152,155
09:32:05.130,60440,152,155
09:32:05.238,60442,152,155
09:32:05.438,60440,152,155
09:32:05.439,60437,152,155
09:32:05.581,60435,152,155
09:32:05.583,60432,152,155
09:32:05.585,60430,152,155
09:32:05.616,60427,150,152
09:32:05.617,60425,150,152
09:32:05.656,60422,150,152
09:32:05.694,60420,150,152
09:32:05.696,60417,150,152
09:32:05.697,60420,150,152
09:32:05.709,60417,150,152
09:32:05.725,60420,150,152
09:32:05.750,60417,150,152
09:32:05.798,60420,150,152
09:32:05.799,60422,150,152
09:32:05.802,60420,150,152
09:32:05.806,60422,150,152
09:32:05.806,60425,150,152
09:32:05.833,60422,150,152
09:32:05.885,60420,150,152
09:32:05.885,60422,150,152
09:32:05.885,60420,150,152
09:32:05.984,60417,150,152
09:32:06.112,60415,150,152
09:32:06.318,60412,150,152
09:32:06.426,60410,150,152
09:32:06.427,60407,150,152
09:32:06.429,60410,150,152
09:32:06.430,60407,150,152
09:32:06.431,60410,150,152
09:32:06.433,60407,150,152
09:32:06.571,60410,150,152
09:32:06.628,60412,150,152
09:32:06.630,60415,150,152
09:32:06.635,60412,150,152
09:32:06.739,60410,150,152
09:32:06.823,60407,150,152
09:32:06.825,60405,150,152
09:32:06.850,60402,150,152
09:32:06.851,60400,150,152
09:32:06.859,60397,150,152
09:32:06.922,60395,150,152
09:32:06.971,60397,150,152
09:32:07.030,60395,150,152
09:32:07.040,60392,150,152
09:32:07.087,60390,150,152
09:32:07.105,60392,150,152
09:32:07.138,60390,150,152
09:32:07.177,60387,150,152
09:32:07.202,60385,147,150
09:32:07.206,60387,147,150
09:32:07.258,60385,147,150
09:32:07.280,60382,147,150
09:32:07.281,60380,147,150
09:32:07.283,60377,147,150
09:32:07.283,60380,147,150
09:32:07.283,60382,147,150
09:32:07.385,60380,147,150
09:32:07.402,60382,147,150
09:32:07.416,60380,147,150
09:32:07.490,60382,147,150
09:32:07.491,60385,147,150
09:32:07.493,60387,147,150
09:32:07.555,60385,147,150
09:32:07.589,60382,147,150
09:32:07.617,60385,147,150
09:32:07.700,60387,147,150
09:32:07.705,60390,147,150
09:32:07.705,60387,147,150
09:32:07.754,60385,147,150
09:32:07.755,60382,147,150
09:32:07.885,60385,147,150
09:32:07.887,60387,147,150
09:32:07.888,60390,147,150
09:32:07.983,60392,147,162
09:32:07.983,60395,147,162
09:32:07.989,60397,147,152
09:32:07.995,60400,147,152
09:32:08.008,60397,147,152
09:32:08.009,60395,147,152
09:32:08.038,60392,147,152
09:32:08.084,60390,147,152
09:32:08.177,60387,147,150
09:32:08.273,60385,147,150
09:32:08.286,60387,147,150
09:32:08.340,60390,147,150
09:32:08.412,60387,147,150
09:32:08.722,60385,147,150
09:32:08.722,60382,147,150
09:32:08.788,60385,147,150
09:32:08.976,60387,147,150
09:32:08.978,60390,147,150
09:32:09.003,60387,147,150
09:32:09.004,60390,147,150
09:32:09.070,60392,147,150
09:32:09.072,60395,147,155
09:32:09.150,60392,147,152
09:32:09.170,60390,147,152
09:32:09.379,60392,147,152
09:32:09.379,60395,147,152
09:32:09.395,60397,147,152
09:32:09.396,60395,147,152
09:32:09.569,60397,147,152
09:32:09.571,60395,147,150
09:32:09.716,60392,147,150
09:32:09.718,60395,147,150
09:32:10.275,60392,147,150
09:32:10.277,60390,147,150
09:32:10.443,60387,147,150
09:32:10.506,60390,147,150
09:32:10.509,60392,147,150
09:32:10.516,60395,147,150
09:32:10.538,60397,147,150
09:32:10.553,60395,147,150
09:32:10.625,60397,147,150
09:32:10.626,60395,147,150
09:32:10.905,60397,147,150
09:32:10.937,60395,147,150
09:32:10.961,60397,147,150
09:32:11.078,60395,147,150
09:32:11.101,60392,147,150
09:32:11.205,60390,147,150
09:32:11.443,60387,147,150
09:32:11.454,60390,147,150
09:32:11.555,60387,147,150
09:32:11.655,60390,147,150
09:32:11.657,60387,147,150
09:32:11.722,60385,147,150
09:32:11.723,60387,147,150
09:32:11.723,60390,147,150
09:32:11.859,60392,147,150
09:32:12.061,60395,147,150
09:32:12.066,60392,147,150
09:32:12.067,60390,147,150
09:32:12.215,60387,147,150
09:32:12.318,60390,147,150
09:32:12.398,60387,147,150
09:32:12.740,60385,147,150
09:32:12.771,60387,147,150
09:32:12.883,60390,147,150
09:32:12.913,60387,147,150
09:32:12.920,60385,147,150
09:32:12.924,60382,147,150
09:32:12.924,60380,147,150
09:32:12.931,60377,147,150
09:32:13.008,60380,147,150
09:32:13.526,60382,147,150
09:32:13.618,60380,147,150
09:32:13.618,60382,147,150
09:32:13.620,60380,147,150
09:32:13.757,60377,147,150
09:32:13.797,60375,147,150
09:32:13.808,60377,147,150
09:32:13.840,60380,147,150
09:32:14.066,60377,147,150
09:32:14.078,60375,147,150
09:32:14.138,60372,147,150
09:32:14.303,60370,147,150
09:32:14.322,60372,147,150
09:32:14.335,60370,147,150
09:32:14.366,60372,147,150
09:32:14.396,60370,147,150
09:32:14.403,60367,147,150
09:32:14.406,60365,147,150
09:32:14.407,60367,147,150
09:32:14.407,60365,147,150
09:32:14.415,60367,147,150
09:32:14.459,60365,147,150
09:32:14.662,60362,147,150
09:32:14.664,60360,147,150
09:32:14.895,60362,145,147
09:32:15.215,60365,147,150
09:32:15.299,60367,147,150
09:32:15.451,60365,147,150
09:32:15.625,60362,147,150
09:32:15.627,60360,147,150
09:32:15.628,60362,147,150
09:32:15.689,60365,147,150
09:32:15.689,60362,147,150
09:32:15.833,60360,147,150
09:32:15.834,60357,145,150
09:32:15.838,60355,145,147
09:32:15.870,60357,145,147
09:32:15.870,60355,145,147
09:32:15.976,60352,145,147
09:32:16.080,60350,145,147
09:32:16.081,60352,145,147
09:32:16.081,60350,145,147
09:32:16.084,60352,145,147
09:32:16.084,60350,145,147
09:32:16.279,60347,145,147
09:32:16.285,60350,145,147
09:32:16.285,60347,145,147
09:32:16.340,60350,145,147
09:32:16.340,60347,145,147
09:32:16.348,60350,145,147
09:32:16.380,60347,145,147
09:32:16.587,60345,145,147
09:32:16.635,60342,145,147
09:32:16.682,60345,145,147
09:32:16.977,60342,145,147
09:32:17.196,60345,145,147
09:32:17.272,60342,145,147
09:32:17.309,60340,145,147
09:32:17.309,60342,145,147
09:32:17.355,60340,145,147
09:32:17.364,60342,145,147
09:32:17.478,60345,145,147
09:32:17.657,60347,145,147
09:32:17.769,60345,145,147
09:32:17.771,60347,145,147
09:32:17.810,60350,145,147
09:32:17.810,60352,145,147
09:32:17.813,60350,145,147
09:32:17.816,60352,145,147
09:32:17.823,60355,145,147
09:32:17.928,60357,145,147
09:32:17.931,60360,145,147
09:32:18.344,60362,145,147
09:32:18.427,60360,145,147
09:32:18.454,60357,145,147
09:32:18.454,60360,145,147
09:32:18.565,60357,145,147
09:32:18.616,60355,145,147
09:32:19.002,60357,145,147
09:32:19.148,60360,145,147
09:32:19.159,60357,145,147
09:32:19.180,60355,145,147
09:32:19.182,60352,145,147
09:32:19.217,60350,145,147
09:32:19.409,60352,145,147
09:32:19.612,60350,145,147
09:32:19.658,60347,145,147
09:32:19.658,60350,145,147
09:32:19.813,60352,145,147
09:32:19.814,60355,145,147
09:32:20.125,60357,145,147
09:32:20.127,60360,145,147
09:32:20.310,60362,145,147
09:32:20.783,60365,147,150
09:32:20.835,60367,147,150
09:32:21.337,60370,147,150
09:32:21.338,60367,147,150
09:32:21.729,60365,147,150
09:32:21.730,60362,147,150
09:32:21.931,60365,147,150
09:32:21.940,60367,147,150
09:32:22.132,60365,147,150
09:32:22.390,60367,147,150
09:32:22.390,60365,147,150
09:32:22.391,60367,147,150
09:32:23.132,60370,147,150
09:32:23.133,60372,147,150
09:32:23.138,60375,147,150
09:32:23.145,60377,147,150
09:32:23.332,60380,147,150
09:32:23.339,60382,147,150
09:32:23.465,60385,147,150
09:32:23.668,60382,147,150
09:32:23.669,60385,147,150
09:32:23.753,60382,147,150
09:32:24.004,60380,147,150
09:32:24.005,60382,147,150
09:32:24.005,60380,147,150
09:32:24.006,60377,147,150
09:32:24.080,60375,147,150
09:32:24.083,60372,147,150
09:32:24.387,60375,147,150
09:32:24.388,60377,147,150
09:32:24.449,60375,147,150
09:32:24.466,60372,147,150
09:32:24.468,60370,147,150
09:32:24.468,60372,147,150
09:32:24.760,60370,147,150
09:32:24.763,60372,147,150
09:32:24.963,60375,147,150
09:32:24.965,60377,147,150
09:32:25.034,60375,147,150
09:32:25.440,60372,147,150
09:32:25.613,60370,147,150
09:32:25.613,60367,147,150
09:32:25.785,60365,147,150
09:32:25.787,60362,147,150
09:32:26.072,60360,147,150
09:32:26.081,60357,145,147
09:32:26.083,60355,145,147
09:32:26.106,60352,145,147
09:32:26.106,60355,145,147
09:32:26.525,60352,145,147
09:32:26.614,60350,145,147
09:32:26.615,60352,145,147
09:32:26.812,60355,145,147
09:32:26.852,60352,145,147
09:32:26.902,60355,145,147
09:32:26.903,60352,145,147
09:32:26.905,60355,145,147
09:32:26.917,60352,145,147
09:32:26.917,60355,145,147
09:32:26.933,60352,145,147
09:32:27.012,60350,145,147
09:32:27.053,60352,145,147
09:32:27.231,60350,145,147
09:32:27.554,60347,145,147
09:32:27.559,60345,145,147
